age,household_size,PHQ4_2,WCRex1,i12_health_22,i12_health_26,i12_health_27,vac2_3,vac2_7,gender_Male,vac_man_6_Yes
79,1,3,3,5,5,5,3,2,0,0
32,1,4,2,5,3,3,3,2,1,0
35,4,3,4,2,5,4,3,2,1,0
51,2,4,4,5,4,3,5,4,0,1
27,1,1,3,5,5,5,4,2,0,1
19,4,3,1,5,4,1,4,3,0,0
36,4,3,1,5,4,3,2,2,0,0
46,5,2,3,3,3,3,3,3,1,0
45,5,3,4,5,5,4,4,3,0,0
54,4,3,2,5,4,5,5,5,0,1
60,1,4,5,5,5,5,5,5,1,1
54,2,1,2,5,3,3,1,3,0,0
60,1,2,4,5,5,5,5,4,1,0
68,1,4,4,5,5,3,5,5,1,0
42,4,3,3,5,1,3,5,2,0,0
65,1,1,3,5,5,5,5,4,0,1
44,2,3,4,5,5,4,4,3,1,1
34,3,3,4,5,5,5,2,3,0,0
18,1,3,4,5,5,5,3,1,0,0
54,1,4,3,5,5,3,2,1,0,0
41,5,1,2,5,5,4,3,1,1,0
68,1,4,4,5,4,4,5,4,0,1
33,1,4,4,5,5,5,2,3,0,0
73,2,4,5,5,5,5,5,5,1,0
27,4,4,1,5,1,3,2,2,1,0
55,4,4,4,5,5,4,3,3,0,0
22,2,2,4,5,5,3,3,5,0,0
69,2,4,5,5,1,1,5,5,1,0
59,2,4,4,5,2,1,4,2,0,0
40,2,3,3,5,2,4,3,1,1,0
34,3,2,4,5,4,3,1,1,0,0
45,1,4,2,2,1,1,1,1,1,0
49,3,4,4,5,5,5,5,2,0,1
32,1,4,3,5,5,5,3,1,0,1
56,2,2,4,5,5,5,2,3,0,1
51,4,4,4,5,5,4,5,1,0,1
65,1,1,3,5,5,5,4,4,0,1
54,2,1,3,5,5,5,4,4,1,0
69,2,4,4,5,2,3,3,3,1,1
54,4,4,2,5,5,5,5,3,0,0
67,3,3,1,5,1,1,3,4,0,1
60,2,4,2,5,4,3,3,3,1,1
33,5,1,3,5,4,1,3,1,0,0
45,3,3,3,5,5,4,4,4,0,1
68,2,3,3,5,5,5,4,4,1,1
58,3,3,4,4,4,5,5,3,0,0
55,2,4,4,5,5,5,5,3,1,1
56,2,3,3,5,5,5,4,2,1,1
49,1,2,4,5,4,1,4,4,1,0
69,4,3,5,5,5,5,2,2,0,0
61,2,4,4,5,5,5,5,3,0,1
65,2,3,4,5,5,4,4,3,0,0
32,4,4,4,5,4,5,4,5,0,1
27,5,0,3,5,3,3,3,3,1,0
63,2,3,3,5,5,4,4,4,0,1
64,1,1,5,5,5,5,5,5,0,1
24,2,3,2,5,5,2,3,2,0,0
18,3,2,5,5,2,1,4,3,0,0
24,3,4,2,4,1,1,2,1,0,0
38,4,4,4,5,5,5,5,5,1,0
39,4,3,1,5,5,5,3,3,1,0
24,3,3,2,5,4,3,3,3,0,1
66,2,3,4,5,5,4,5,4,1,1
22,4,4,3,5,4,2,4,5,0,1
53,4,4,4,5,5,5,5,5,0,0
63,2,4,1,5,5,4,2,1,1,0
70,2,3,4,5,5,4,4,1,1,1
80,4,4,5,5,5,5,5,4,1,1
69,4,4,4,5,5,5,5,4,1,1
40,5,2,5,5,5,5,5,5,0,1
26,6,2,3,2,4,2,4,4,1,0
76,1,4,4,5,1,1,5,3,0,1
30,5,2,4,5,1,3,2,2,0,0
57,3,3,3,5,5,4,3,4,1,0
60,3,3,4,5,5,5,3,3,0,0
26,2,4,2,5,5,3,3,3,0,0
50,1,2,4,5,5,5,4,1,0,0
71,2,4,5,5,5,5,4,4,1,0
61,3,2,3,5,5,5,3,3,0,1
72,2,4,4,5,5,5,1,4,1,0
49,4,4,2,5,1,1,3,1,0,0
35,8,3,2,3,1,2,1,1,0,1
45,2,1,4,5,5,5,5,3,0,1
72,2,4,5,5,5,5,5,4,1,1
22,3,2,3,4,4,5,2,4,1,0
77,2,3,4,5,5,5,5,4,1,1
80,1,4,4,5,5,5,2,2,0,1
72,2,1,2,5,5,4,1,1,0,0
37,2,4,2,5,1,2,1,1,0,0
33,5,3,1,5,5,5,4,5,0,0
49,2,3,4,5,4,2,5,2,0,0
63,2,4,4,5,1,3,5,3,1,1
33,2,1,3,5,5,5,3,1,1,1
59,3,4,2,5,5,4,2,1,0,0
55,2,4,4,5,5,5,4,4,0,1
75,2,4,3,5,5,4,5,4,1,1
68,2,4,4,5,5,5,2,2,0,1
42,2,3,4,5,5,1,5,4,0,1
64,2,3,3,5,5,2,3,2,1,1
35,5,4,3,5,4,5,3,3,0,0
49,1,2,3,5,5,4,4,3,0,0
68,1,4,2,5,5,5,1,1,0,0
47,1,4,4,5,1,1,2,2,0,0
29,2,3,4,5,5,5,2,1,1,0
76,1,4,3,5,5,4,3,4,1,0
25,1,3,2,5,5,1,1,1,1,0
38,1,2,2,5,5,5,4,5,0,1
71,2,4,4,5,1,5,2,1,0,0
71,1,2,3,5,5,5,5,4,0,1
24,3,4,4,5,5,5,3,5,1,0
40,3,3,2,5,1,2,1,1,1,0
20,2,2,4,5,5,4,3,3,0,1
31,5,2,4,5,5,5,1,1,0,0
20,3,4,4,5,5,5,4,4,1,1
62,6,4,4,5,5,5,5,3,1,1
53,1,1,3,5,1,2,3,3,1,0
46,4,3,4,5,5,4,5,4,0,1
64,2,4,2,5,5,5,5,1,1,1
60,3,3,4,5,4,4,5,4,1,0
47,4,2,3,5,5,3,4,3,1,1
80,2,4,3,5,3,5,3,2,1,1
57,4,2,2,5,5,5,1,1,1,0
61,1,4,4,5,5,5,5,5,0,1
47,2,2,2,5,4,2,1,1,1,0
45,5,2,1,5,4,4,3,3,1,0
68,1,0,4,5,5,1,5,5,1,1
32,5,4,4,5,5,5,4,4,1,0
64,3,2,2,5,5,4,1,1,1,0
41,3,3,2,5,5,4,5,3,0,0
33,1,4,3,5,4,2,3,4,1,0
49,1,2,2,5,5,5,4,3,0,0
48,1,1,3,5,5,4,4,3,0,1
42,1,3,3,5,5,5,2,3,1,0
63,2,3,4,5,5,5,3,2,0,0
33,3,3,4,5,5,5,4,3,0,0
19,4,3,3,3,4,3,5,5,1,1
25,3,2,5,5,5,5,3,3,1,1
52,5,3,2,5,2,2,1,1,0,0
41,5,3,4,5,5,5,2,1,0,1
74,2,4,3,5,5,5,3,4,0,0
54,2,2,3,5,5,5,3,3,1,0
59,3,4,5,5,5,3,5,3,0,1
68,1,4,4,5,5,5,4,4,0,1
36,2,4,5,5,3,4,5,4,1,1
25,1,2,4,3,4,4,3,2,1,0
66,2,3,4,5,5,5,4,4,0,1
31,4,3,4,5,3,3,4,4,1,1
39,4,3,3,5,5,4,1,2,1,0
36,6,4,3,5,5,1,2,1,1,0
18,5,4,4,5,1,4,2,2,1,1
53,6,4,2,5,5,5,5,4,0,0
34,3,2,4,5,1,2,2,3,1,0
53,4,2,2,5,5,5,2,1,0,0
37,4,2,3,5,4,5,1,1,1,1
70,2,4,3,5,5,4,5,5,0,1
51,3,3,4,5,5,2,5,5,0,1
60,3,3,3,5,5,3,4,3,0,1
72,2,3,4,5,5,5,5,3,0,1
38,3,4,4,5,5,4,4,3,0,0
48,1,1,3,5,5,4,2,1,0,0
70,1,4,5,5,5,5,5,4,0,0
41,1,3,2,2,1,2,1,1,1,0
48,1,1,2,5,5,5,2,1,1,0
37,2,2,5,5,5,5,5,5,0,1
21,5,1,4,4,4,4,3,3,1,0
30,2,3,2,3,1,1,1,1,1,0
33,3,4,3,5,2,3,2,2,1,1
47,5,4,1,5,5,5,2,2,1,0
53,2,2,4,5,5,4,2,2,1,1
29,2,3,4,5,5,5,4,4,1,0
43,6,4,4,5,5,4,5,4,1,0
46,2,3,4,5,2,4,5,5,1,1
25,2,1,5,5,3,5,5,5,1,1
50,1,4,3,5,5,5,2,4,1,1
19,2,3,3,3,3,5,4,4,1,0
39,1,1,2,5,5,5,2,2,1,0
37,3,4,4,5,4,1,5,4,1,1
30,3,4,3,5,2,4,3,4,1,1
23,6,2,4,5,5,5,4,5,1,1
53,3,4,4,5,5,2,4,3,1,1
42,2,4,4,5,5,5,5,3,1,1
32,2,1,5,3,3,4,4,3,1,0
28,2,4,3,4,5,3,4,3,1,0
33,4,3,1,5,5,4,1,1,1,0
41,3,4,3,5,5,4,3,2,1,0
25,1,2,4,5,4,4,2,3,1,0
21,3,1,2,5,2,3,2,1,1,1
37,1,3,2,4,4,4,2,1,1,0
21,6,1,4,5,5,5,5,5,1,1
35,4,4,4,5,5,5,5,3,1,0
21,6,3,3,5,5,4,3,3,1,0
35,5,3,2,5,5,3,3,2,1,0
49,1,1,3,1,5,5,5,5,1,0
43,4,1,2,5,2,4,1,1,1,0
19,2,3,2,2,2,4,2,4,1,0
40,2,3,4,5,5,5,5,5,1,0
24,5,2,4,5,5,4,5,5,1,1
53,3,4,4,5,5,5,5,5,1,1
31,2,4,3,5,3,3,3,3,1,0
25,3,3,5,5,5,5,5,5,1,1
54,2,4,3,5,1,1,3,3,1,0
45,5,4,1,5,5,5,4,3,1,1
37,2,2,2,2,1,2,1,1,1,0
25,2,4,3,5,5,4,5,4,1,1
32,5,1,3,4,3,2,3,3,1,0
40,3,4,2,5,5,2,2,2,1,0
34,2,2,3,5,5,4,3,3,1,0
53,1,1,5,5,5,5,5,5,1,0
28,2,2,5,5,5,5,3,1,1,0
38,5,3,4,5,5,4,5,1,1,0
36,2,3,2,5,4,4,3,2,1,0
37,1,4,5,5,5,5,5,5,1,0
43,3,3,1,5,3,3,4,3,1,0
49,2,3,4,5,4,4,2,4,1,0
31,3,3,4,5,5,5,5,2,1,0
22,3,3,1,5,5,5,5,4,1,0
36,4,2,2,5,5,4,1,1,1,0
32,2,3,4,5,5,4,5,1,1,1
48,2,3,2,5,5,2,1,1,1,0
26,1,4,2,4,2,2,1,1,1,0
53,2,1,3,5,5,1,5,3,1,1
53,2,2,2,5,5,2,3,4,1,0
37,5,4,4,5,5,3,5,4,1,0
31,2,3,4,5,4,3,5,5,1,1
20,3,1,3,5,1,5,3,3,1,0
35,4,4,4,5,5,5,5,1,1,0
24,5,3,4,5,5,5,4,5,1,1
34,2,2,3,5,5,5,4,3,1,1
50,3,2,2,3,3,4,3,5,1,1
20,4,4,2,5,4,2,3,2,1,0
44,4,3,3,5,5,4,4,2,1,1
30,8,2,2,5,4,5,3,2,1,0
53,2,4,2,5,4,4,3,3,1,1
38,4,1,4,5,5,5,5,4,1,1
31,3,3,2,3,1,1,1,1,1,0
46,2,4,5,5,5,5,5,5,1,1
35,2,2,3,5,5,4,5,5,1,0
24,2,3,2,4,3,4,3,2,1,0
53,4,3,2,5,5,3,1,2,1,0
34,3,1,2,2,2,2,3,2,1,0
27,3,2,5,5,5,5,5,5,1,1
25,1,4,2,4,1,1,5,1,1,0
33,4,3,3,5,5,5,3,2,1,0
22,4,4,3,5,3,3,3,2,1,0
38,1,4,5,5,5,5,5,4,1,0
35,3,3,4,5,4,4,5,4,1,0
24,6,2,2,5,2,3,2,3,1,0
40,5,1,2,2,5,3,2,2,1,0
39,6,4,3,5,5,3,3,3,1,0
29,1,2,3,5,5,5,4,3,1,1
36,5,3,2,5,5,5,2,1,1,0
45,6,2,4,5,4,4,3,2,1,0
53,4,1,3,5,5,5,3,2,1,1
29,2,3,4,5,4,3,5,4,1,0
44,1,1,4,5,4,3,3,2,1,1
18,6,2,3,5,1,3,5,5,1,1
36,4,4,5,5,4,2,5,5,1,1
21,1,1,2,5,1,2,2,1,1,0
42,3,4,2,5,1,1,2,2,1,0
51,2,3,2,2,2,2,4,4,1,0
41,5,4,5,5,3,3,5,5,1,1
44,3,4,4,5,4,4,3,3,1,0
49,5,3,4,5,5,5,4,2,0,0
70,2,3,4,5,5,5,5,2,0,0
79,1,4,4,5,5,5,2,3,0,0
62,2,0,1,5,5,4,4,4,0,1
54,3,3,4,5,5,5,4,3,0,0
40,4,4,4,5,4,5,4,3,0,0
56,1,1,5,5,5,5,5,3,0,0
42,6,3,3,5,3,3,4,4,1,1
52,2,3,3,5,5,5,4,4,0,1
45,4,3,2,5,5,4,1,1,0,0
56,1,1,5,5,5,5,1,2,0,1
79,2,4,4,5,5,5,5,5,1,1
37,4,2,2,5,5,5,4,2,0,0
61,2,3,1,5,5,3,4,4,0,1
58,2,3,3,5,5,1,3,3,0,0
44,3,4,4,5,1,2,4,3,0,0
67,1,4,4,5,5,5,5,4,0,0
52,4,4,5,5,5,5,5,5,1,0
67,2,2,4,5,5,4,4,3,1,1
68,2,4,4,5,1,1,5,5,1,1
40,3,4,4,5,5,4,2,4,1,1
32,2,2,2,5,5,5,1,1,0,0
25,1,3,4,5,5,5,5,5,0,1
72,2,4,3,5,5,5,3,3,1,1
60,3,4,2,5,5,5,4,1,1,0
52,4,4,4,5,1,5,4,4,1,0
83,2,4,4,5,4,4,4,3,1,1
37,3,4,4,5,2,4,3,2,0,0
26,2,2,5,5,5,5,5,5,1,1
26,2,3,4,5,1,2,5,1,1,0
21,4,4,4,5,5,4,5,2,1,1
40,2,2,2,5,5,5,4,3,1,0
30,2,3,2,4,2,2,1,1,1,0
70,2,4,5,5,5,2,4,2,0,1
58,6,3,4,5,3,5,2,2,0,1
59,2,4,2,5,4,3,3,3,0,0
71,2,4,2,5,5,5,2,1,1,1
67,2,4,5,5,1,5,5,4,1,0
64,1,1,4,5,5,5,3,3,1,0
69,2,4,2,5,5,4,4,3,1,1
21,2,4,3,4,5,5,5,5,0,1
64,2,3,3,5,4,3,3,2,0,1
28,2,3,4,5,3,2,3,3,0,1
45,2,3,5,5,5,5,5,5,1,0
69,1,3,3,5,5,4,5,4,0,0
46,1,3,3,5,5,4,5,5,1,1
83,1,3,2,1,5,5,1,1,0,0
39,1,3,5,5,5,2,4,2,1,1
37,1,3,4,5,5,5,3,3,0,0
38,1,4,5,5,5,5,1,1,0,0
53,2,2,4,5,5,5,5,5,0,1
39,2,3,2,5,5,5,1,2,0,1
48,3,4,4,4,3,2,1,1,1,0
74,2,4,5,5,5,2,5,4,1,1
28,4,3,4,5,5,3,5,4,0,1
77,1,4,2,5,4,4,4,2,1,0
63,1,3,4,5,5,4,2,2,0,0
50,8,3,4,5,4,4,3,3,0,0
31,3,4,5,5,5,5,1,1,1,1
50,1,4,2,5,4,4,2,3,0,1
60,4,4,4,5,2,2,4,2,0,1
33,3,4,3,3,5,5,3,3,1,0
28,4,4,3,5,5,5,4,4,0,1
67,2,4,4,5,5,5,5,5,0,1
32,4,3,1,5,5,5,4,2,1,0
74,2,4,5,5,5,5,1,1,1,1
66,1,4,5,5,5,5,5,5,0,1
40,5,2,4,5,1,3,4,4,0,1
45,7,2,1,1,3,2,3,3,1,1
58,2,2,3,5,5,5,5,3,0,1
45,4,4,3,5,5,3,4,4,0,1
36,2,4,4,4,4,3,3,2,1,0
57,4,3,4,5,5,5,4,3,1,0
24,6,3,4,5,4,4,4,5,0,1
55,2,3,4,5,5,3,3,2,1,0
65,1,3,5,5,5,5,4,3,0,1
39,2,1,1,5,5,5,3,3,0,0
63,2,4,4,5,1,5,5,4,1,0
69,1,2,4,5,5,5,4,5,1,1
55,2,3,4,5,5,4,2,2,0,1
77,2,4,4,5,1,5,5,4,0,1
63,3,1,3,5,5,5,5,5,0,1
58,1,4,4,5,1,4,4,3,1,0
20,7,1,5,5,4,4,4,5,0,0
28,4,3,4,5,4,3,3,3,0,0
63,2,3,4,5,5,5,5,4,0,1
79,2,3,4,5,5,5,4,4,1,0
53,3,4,4,5,5,4,5,4,0,1
68,2,4,3,5,5,5,4,3,1,0
68,1,4,4,5,5,5,2,3,1,1
58,2,3,2,5,5,2,4,2,0,0
29,5,4,5,5,5,4,5,5,0,1
35,2,2,4,5,2,5,1,1,0,0
39,1,2,3,5,5,5,3,3,0,1
46,3,1,3,5,5,5,3,3,0,1
73,2,4,4,5,5,4,4,4,1,0
71,1,3,2,5,1,5,2,1,1,0
31,1,3,4,5,5,5,5,5,1,1
21,3,3,3,5,5,5,1,1,0,1
79,2,4,5,5,2,2,4,4,0,1
66,2,4,3,5,5,4,4,3,1,1
52,3,3,1,5,5,4,3,3,0,1
35,1,3,4,5,5,4,5,5,1,1
38,4,4,4,5,5,5,4,2,1,0
55,4,4,3,5,5,5,3,2,1,0
61,4,4,4,5,5,5,4,4,0,0
44,3,3,3,5,5,4,3,2,0,0
38,3,3,4,5,4,4,2,2,1,0
57,2,4,4,5,5,5,4,1,0,0
22,3,4,3,5,2,2,3,3,0,0
61,1,3,4,5,5,5,3,3,1,1
65,1,4,4,5,5,5,5,5,1,1
50,2,3,4,5,5,5,5,2,0,1
39,3,2,4,5,4,5,2,3,1,1
35,1,0,5,5,5,5,3,3,1,0
60,3,4,5,5,5,5,5,4,1,0
75,2,4,4,5,5,5,3,2,1,1
29,4,3,4,5,5,4,4,4,0,0
19,4,3,1,5,5,5,3,3,1,0
46,3,1,2,5,5,5,1,1,0,0
48,2,3,4,5,5,5,4,4,1,1
21,5,2,3,5,5,3,5,4,0,1
65,2,2,2,5,5,5,3,1,1,1
61,1,4,1,5,1,5,5,1,1,1
39,2,4,3,5,5,5,3,2,0,0
51,6,4,4,5,5,5,5,3,0,0
66,2,1,4,5,5,5,4,4,0,0
33,3,1,2,5,5,5,5,4,0,0
18,2,4,2,5,5,4,5,3,0,0
46,2,4,2,5,5,1,3,1,0,0
47,3,4,3,5,5,4,5,5,1,1
62,1,3,4,5,5,5,2,4,1,1
61,2,4,4,5,5,1,3,3,0,1
33,4,1,4,5,5,5,4,2,0,0
21,1,4,4,5,5,5,3,4,1,1
25,5,0,3,5,5,4,3,2,0,0
68,5,3,2,5,5,5,1,1,0,0
40,2,4,4,5,5,3,3,3,0,0
60,5,4,2,5,5,5,4,5,1,1
32,1,1,3,5,5,5,2,1,0,0
66,2,3,2,5,5,5,3,3,1,1
44,3,3,2,5,5,5,1,1,1,0
90,2,4,5,5,5,5,4,4,1,1
59,2,4,4,5,5,4,4,3,0,1
48,1,4,3,5,5,5,4,4,0,0
53,3,1,3,5,5,5,5,5,0,1
44,5,4,3,5,5,5,5,4,0,0
50,1,0,1,5,5,5,3,5,0,0
24,4,3,3,5,5,5,1,1,0,0
45,2,2,2,5,1,1,1,1,1,0
42,2,4,3,5,5,5,1,1,0,0
80,1,4,4,5,5,4,3,4,0,1
49,3,4,4,5,3,4,3,3,0,0
66,2,4,1,5,3,3,1,3,1,0
33,3,1,3,5,1,4,3,4,1,0
64,2,4,4,5,5,5,5,3,1,0
73,1,4,4,5,5,5,5,4,1,1
47,3,4,3,5,1,4,4,1,0,0
51,2,4,3,5,5,5,4,4,1,1
47,5,3,3,2,4,4,3,3,1,0
58,1,1,2,5,5,5,3,4,1,0
29,2,3,2,5,5,5,4,4,0,1
26,1,2,3,5,5,4,4,4,0,1
36,2,2,3,3,3,4,3,3,0,0
49,3,4,4,5,5,5,1,5,1,1
54,1,4,3,5,5,5,4,4,0,1
33,2,2,4,4,4,4,3,3,0,1
41,3,3,4,5,5,5,4,4,0,1
41,3,3,3,5,5,5,2,1,0,0
72,3,1,5,5,2,2,5,5,0,0
52,4,4,4,5,5,4,3,3,1,0
25,4,4,4,5,4,4,1,1,1,1
64,4,3,2,5,5,5,3,3,1,0
60,2,4,5,5,5,5,1,5,0,1
65,1,4,4,5,5,5,5,4,1,1
40,4,4,4,5,4,3,4,4,0,1
52,2,4,2,5,5,1,4,2,1,1
66,1,4,4,5,5,1,5,1,1,0
75,2,3,4,5,5,5,3,3,1,0
64,2,4,4,5,5,5,4,4,0,1
58,1,3,2,5,1,3,2,1,0,0
37,4,3,4,5,5,4,4,4,0,1
84,1,4,4,5,5,5,5,2,1,0
68,2,4,5,5,5,5,5,4,1,1
67,2,4,4,5,5,5,5,4,0,0
84,2,3,4,5,5,4,5,4,1,1
21,8,1,1,2,3,3,3,4,0,0
71,2,3,3,5,1,1,2,2,0,1
59,8,3,2,5,5,5,3,3,1,1
59,1,4,4,5,4,3,3,4,1,1
74,2,4,4,5,5,5,3,4,0,1
42,2,4,3,5,5,4,5,4,0,1
56,1,3,2,4,1,1,1,1,1,0
22,1,1,2,4,2,5,1,1,0,0
81,2,4,5,5,4,5,5,5,1,0
65,2,4,5,5,5,5,5,5,1,0
71,2,4,5,5,5,5,5,5,0,1
54,4,4,3,5,5,5,3,3,0,0
37,2,4,3,5,3,2,5,1,0,0
49,1,4,2,5,4,5,1,1,0,0
73,2,4,4,5,5,5,5,4,1,1
47,1,2,2,4,3,3,1,1,0,0
63,1,4,4,5,5,5,4,1,1,0
74,2,1,2,5,5,2,1,1,1,0
74,2,3,4,5,5,5,4,4,0,1
78,2,4,4,5,1,3,5,4,1,1
76,3,4,4,5,5,5,5,4,1,1
73,2,4,1,5,5,4,4,3,1,0
42,3,3,4,5,5,4,5,5,1,1
38,5,2,4,5,4,5,2,2,1,0
69,1,4,4,5,5,5,5,5,1,1
34,4,3,2,5,5,2,3,3,0,0
27,1,3,2,5,3,3,1,1,0,1
30,2,3,4,5,5,5,5,3,0,0
26,3,1,1,5,5,3,2,2,0,0
31,7,3,2,3,4,4,3,3,1,0
74,1,4,5,5,5,5,4,3,1,1
75,2,4,4,5,5,5,5,5,1,0
85,1,3,3,5,5,2,5,5,0,1
19,4,3,4,5,5,4,4,3,0,1
37,1,4,4,5,4,2,5,4,0,1
19,4,4,2,5,5,5,4,4,0,1
71,2,4,5,5,5,3,5,5,1,0
73,2,4,3,5,3,3,4,4,1,1
41,3,3,2,5,5,5,1,1,0,0
61,3,4,1,5,5,3,1,1,1,0
79,2,4,4,5,5,4,3,4,1,0
63,2,3,4,5,5,5,4,5,1,0
67,1,3,4,5,5,4,5,4,0,1
56,4,1,5,5,5,5,5,5,1,1
29,2,1,4,5,5,3,2,3,0,1
68,1,4,4,5,5,5,4,4,0,1
70,2,4,4,5,5,3,3,3,0,0
74,7,1,2,5,5,5,3,3,0,0
67,1,4,5,5,5,5,3,1,0,0
33,4,2,2,5,5,5,3,3,0,0
60,2,3,3,5,5,2,2,2,1,1
52,4,4,4,5,5,5,3,3,1,0
42,1,2,2,5,5,5,4,4,1,1
42,3,4,4,5,5,2,5,1,0,0
38,4,4,4,5,5,5,4,3,1,0
35,1,1,3,5,5,5,3,3,0,0
67,3,3,4,5,1,1,3,3,0,1
29,3,3,3,5,2,3,2,3,0,0
44,4,4,2,5,3,1,4,4,0,0
63,1,3,4,5,5,5,5,5,0,1
68,2,4,3,5,5,1,5,4,1,0
56,5,4,2,1,1,1,1,1,0,0
72,2,3,4,5,5,5,4,3,0,1
66,2,3,4,5,5,5,2,2,0,1
74,2,3,4,5,3,1,5,3,1,1
71,1,3,4,5,5,5,4,3,0,1
64,2,4,4,5,5,5,2,2,1,1
74,1,4,4,5,5,5,5,5,0,1
51,1,4,2,5,1,1,1,1,0,0
68,2,4,3,5,5,5,2,2,0,0
18,5,1,3,5,5,3,3,3,0,0
54,2,4,4,5,5,5,5,3,0,1
56,3,3,3,5,5,5,3,3,0,0
35,3,3,2,5,5,5,3,1,0,0
80,3,4,3,5,5,5,3,5,0,1
21,3,3,4,5,5,5,5,3,0,1
74,2,4,5,5,5,4,5,5,0,1
35,3,2,3,5,5,5,5,4,0,0
39,4,3,4,5,5,4,3,3,0,0
80,1,4,4,5,5,5,3,3,0,1
41,4,4,3,5,5,5,3,3,0,0
48,2,0,1,5,5,5,3,3,0,0
68,1,2,1,5,5,5,4,2,1,0
19,2,3,4,5,5,4,2,2,0,1
53,1,3,3,5,5,5,5,4,0,1
28,3,3,2,5,4,4,3,2,1,0
39,1,2,2,5,2,2,2,3,1,0
87,2,4,3,5,5,5,3,2,0,1
40,3,3,4,5,5,4,2,2,0,0
30,1,3,4,5,4,4,3,3,0,0
19,5,2,4,5,4,2,4,3,0,0
33,5,4,5,5,5,5,3,3,0,0
34,4,3,3,5,5,4,1,1,0,0
33,2,3,3,5,1,1,3,3,0,0
31,6,2,2,5,5,5,3,4,0,1
61,4,0,2,5,1,1,2,2,1,0
55,1,3,2,5,5,5,1,1,1,0
21,3,2,4,5,4,5,4,4,0,1
50,4,3,3,5,5,4,3,4,0,1
34,2,4,2,5,5,5,1,1,0,0
33,5,3,1,5,5,5,3,2,1,0
68,1,4,4,5,5,5,3,3,0,0
37,1,3,3,5,5,5,5,5,0,0
63,1,4,5,5,5,5,5,5,1,1
22,8,4,2,5,1,2,1,1,0,0
76,2,4,5,5,3,4,5,3,0,1
62,2,4,4,5,5,5,4,4,1,0
34,1,3,3,5,5,5,3,1,0,0
71,2,4,5,5,5,4,5,5,1,1
69,1,4,5,5,5,5,5,4,0,1
70,2,3,5,5,5,5,5,3,1,1
28,5,3,4,5,5,4,1,4,0,1
76,1,4,4,5,5,3,4,4,0,0
62,1,3,4,5,3,5,3,3,0,1
47,1,3,3,5,1,1,2,2,0,0
55,2,4,4,5,5,5,5,5,0,1
39,4,4,4,5,5,5,5,4,0,0
71,1,3,5,5,5,4,5,2,0,1
78,2,4,3,1,5,4,4,5,0,1
75,2,4,4,5,5,5,1,3,1,1
74,1,4,4,5,5,5,4,4,0,1
64,2,4,4,5,5,5,2,3,0,0
52,4,4,5,5,5,4,5,5,1,1
71,2,3,4,5,5,5,2,2,1,1
25,3,3,4,5,2,1,5,3,0,1
19,4,3,3,5,2,1,4,1,0,1
71,2,4,4,5,5,5,3,4,1,1
20,4,3,5,5,5,5,4,4,0,1
63,5,4,4,5,5,5,4,3,1,1
75,1,3,4,5,1,1,4,3,1,0
33,3,3,3,5,5,5,3,3,0,0
70,1,3,3,5,5,5,3,2,0,0
22,2,3,3,5,4,3,3,2,0,0
21,6,3,4,5,5,5,5,3,0,1
37,2,3,4,5,5,5,4,4,0,0
26,4,3,4,5,3,4,5,5,1,1
28,5,2,3,2,4,4,3,3,0,0
26,6,4,3,5,3,3,3,3,1,1
33,2,4,4,5,5,5,4,4,0,0
43,3,4,3,5,1,1,2,1,0,0
42,3,3,3,5,5,5,5,3,1,0
18,3,3,4,5,5,4,5,4,0,1
77,1,4,5,4,5,5,5,5,1,1
46,4,4,4,5,5,5,4,3,0,0
77,2,4,3,5,5,5,3,3,1,0
21,5,4,4,5,5,2,5,4,0,1
62,2,4,2,5,5,5,3,3,1,0
78,1,4,4,5,5,5,5,5,1,1
72,1,3,4,5,5,4,4,3,0,1
66,2,4,4,5,5,5,5,3,1,1
68,2,3,3,5,5,5,5,5,1,1
35,4,2,3,5,5,3,2,5,0,0
41,2,4,3,5,4,3,4,3,1,1
66,1,4,5,5,5,5,5,1,0,1
57,1,1,4,5,5,4,5,5,0,1
22,4,4,4,5,4,5,3,3,0,0
75,2,4,3,5,5,5,2,2,1,1
25,4,3,4,5,5,5,5,5,0,1
30,2,4,2,4,1,1,1,1,0,0
76,2,3,4,5,5,5,5,4,0,1
52,2,3,4,5,5,2,5,4,0,1
52,1,1,2,5,5,5,3,1,0,0
66,2,4,4,5,5,5,5,5,1,1
72,2,4,5,5,5,4,4,4,0,1
51,4,2,3,5,3,5,4,2,0,0
19,3,2,3,5,4,3,2,1,0,0
19,6,2,2,4,4,4,2,3,0,0
68,2,4,4,5,5,5,3,3,0,1
20,4,3,4,5,5,3,3,3,0,0
52,4,4,1,5,5,5,3,1,0,0
69,2,4,2,5,4,3,1,1,0,0
80,2,4,4,5,5,5,5,3,0,1
21,2,1,3,5,5,3,3,1,0,0
61,2,3,4,5,5,4,3,2,1,1
29,1,2,3,5,4,5,3,3,1,1
40,3,3,3,5,3,4,3,1,1,0
25,4,4,2,5,1,1,1,1,0,0
18,6,2,4,5,2,3,3,3,0,0
31,1,3,4,5,1,4,4,2,0,0
68,1,2,3,1,5,5,5,5,0,1
47,2,3,2,5,3,3,1,1,1,0
73,2,4,4,5,5,5,5,2,0,1
48,4,2,4,5,4,4,4,4,1,1
74,5,4,4,5,5,5,5,4,1,0
34,2,4,4,5,5,5,5,4,1,1
